PATIENT_SEX;MKB_CODE;ADRES;VISIT_MONTH_YEAR;AGE_CATEGORY;PATIENT_ID_COUNT;POPULATION;TEMP_AVG
0;J35.9;Калининград;04.22;children;20;498260;6
0;J35.9;Калининград;04.22;young;9;498260;6
0;J36;Калининград;04.22;elderly;7;498260;6
0;J36;Калининград;04.22;middleage;6;498260;6
0;J36;Калининград;04.22;young;14;498260;6
0;J36;Пионерский;04.22;young;8;12573;6
0;J36;Советск;04.22;elderly;7;38514;6
0;J37.0;Багратионовск;04.22;middleage;4;6401;6
0;J37.0;Гурьевск;04.22;children;8;19670;6
0;J37.0;Зеленоградск;04.22;elderly;7;17296;6
0;J37.0;Калининград;04.22;centenarians;4;498260;6
0;J37.0;Калининград;04.22;children;11;498260;6
0;J37.0;Калининград;04.22;elderly;22;498260;6
0;J37.0;Калининград;04.22;middleage;9;498260;6
0;J37.0;Калининград;04.22;old;7;498260;6
0;J37.0;Калининград;04.22;young;11;498260;6
0;J37.0;Нестеров;04.22;middleage;4;3937;6
0;J37.0;Полесск;04.22;elderly;7;6921;6
0;J37.0;Полесск;04.22;middleage;4;6921;6
0;J37.0;Правдинск;04.22;young;7;4045;6
0;J37.1;Балтийск;04.22;elderly;7;33946;6
0;J37.1;Гвардейск;04.22;middleage;4;13353;6
0;J37.1;Гвардейск;04.22;old;4;13353;6
0;J37.1;Гурьевск;04.22;middleage;3;19670;6
0;J37.1;Калининград;04.22;elderly;8;498260;6
0;J37.1;Калининград;04.22;middleage;6;498260;6
0;J37.1;Калининград;04.22;young;9;498260;6
0;J37.1;Неман;04.22;elderly;7;10765;6
0;J37.1;Славск;04.22;elderly;7;3964;6
0;J38.0;Калининград;04.22;centenarians;5;498260;6
0;J38.0;Калининград;04.22;elderly;8;498260;6
0;J38.0;Калининград;04.22;middleage;6;498260;6
0;J38.0;Калининград;04.22;young;10;498260;6
0;J38.0;Полесск;04.22;young;8;6921;6
0;J38.7;Калининград;04.22;middleage;5;498260;6
0;J39.2;Калининград;04.22;elderly;7;498260;6
0;J39.2;Калининград;04.22;middleage;5;498260;6
0;J39.2;Калининград;04.22;young;9;498260;6
0;J39.3;Багратионовск;04.22;children;8;6401;6
0;J39.3;Гвардейск;04.22;children;8;13353;6
0;J39.3;Гурьевск;04.22;children;11;19670;6
0;J39.3;Гусев;04.22;children;9;28177;6
0;J39.3;Гусев;04.22;elderly;6;28177;6
0;J39.3;Калининград;04.22;children;47;498260;6
0;J39.3;Калининград;04.22;middleage;4;498260;6
0;J39.3;Калининград;04.22;young;7;498260;6
0;J39.3;Краснознаменск;04.22;children;8;3049;6
0;J39.3;Озерск;04.22;children;8;2427;6
0;J39.3;Пионерский;04.22;children;9;12573;6
0;J39.3;Полесск;04.22;children;8;6921;6
0;J39.3;Правдинск;04.22;children;8;4045;6
0;J39.3;Светлый;04.22;children;9;21441;6
0;J39.8;Калининград;04.22;children;10;498260;6
0;J39.9;Калининград;04.22;children;15;498260;6
0;J39.9;Калининград;04.22;elderly;7;498260;6
0;J39.9;Калининград;04.22;middleage;5;498260;6
0;J39.9;Калининград;04.22;young;9;498260;6
0;J39.9;Светлый;04.22;children;10;21441;6
0;J39.9;Советск;04.22;young;8;38514;6
0;J40;Балтийск;04.22;children;9;33946;6
0;J40;Балтийск;04.22;middleage;4;33946;6
0;J40;Гвардейск;04.22;elderly;7;13353;6
0;J40;Гурьевск;04.22;elderly;7;19670;6
0;J40;Гурьевск;04.22;middleage;4;19670;6
0;J40;Гурьевск;04.22;young;8;19670;6
0;J40;Гусев;04.22;elderly;7;28177;6
0;J40;Гусев;04.22;middleage;4;28177;6
0;J40;Гусев;04.22;young;8;28177;6
0;J40;Зеленоградск;04.22;elderly;7;17296;6
0;J40;Зеленоградск;04.22;old;4;17296;6
0;J40;Калининград;04.22;children;27;498260;6
0;J40;Калининград;04.22;elderly;11;498260;6
0;J40;Калининград;04.22;middleage;9;498260;6
0;J40;Калининград;04.22;young;11;498260;6
0;J40;Пионерский;04.22;centenarians;3;12573;6
0;J40;Пионерский;04.22;children;11;12573;6
0;J40;Пионерский;04.22;elderly;7;12573;6
0;J40;Пионерский;04.22;middleage;4;12573;6
0;J40;Пионерский;04.22;old;3;12573;6
0;J40;Пионерский;04.22;young;8;12573;6
0;J40;Полесск;04.22;elderly;7;6921;6
0;J41.0;Балтийск;04.22;elderly;7;33946;6
0;J41.0;Балтийск;04.22;old;4;33946;6
0;J41.0;Гурьевск;04.22;elderly;7;19670;6
0;J41.0;Гурьевск;04.22;middleage;4;19670;6
0;J41.0;Гурьевск;04.22;young;8;19670;6
0;J41.0;Зеленоградск;04.22;elderly;7;17296;6
0;J41.0;Калининград;04.22;centenarians;2;498260;6
0;J41.0;Калининград;04.22;children;5;498260;6
0;J41.0;Калининград;04.22;elderly;25;498260;6
0;J41.0;Калининград;04.22;middleage;18;498260;6
0;J41.0;Калининград;04.22;old;15;498260;6
0;J41.0;Калининград;04.22;young;24;498260;6
0;J41.0;Мамоново;04.22;elderly;7;8104;6
0;J41.0;Мамоново;04.22;old;4;8104;6
0;J41.0;Озерск;04.22;middleage;4;2427;6
0;J41.0;Пионерский;04.22;elderly;7;12573;6
0;J41.0;Полесск;04.22;children;9;6921;6
0;J41.0;Полесск;04.22;young;9;6921;6
0;J41.0;Правдинск;04.22;elderly;7;4045;6
0;J41.0;Правдинск;04.22;middleage;4;4045;6
0;J41.0;Светлый;04.22;elderly;7;21441;6
0;J41.0;Светлый;04.22;young;9;21441;6
0;J41.0;Славск;04.22;elderly;7;3964;6
0;J41.0;Славск;04.22;old;3;3964;6
0;J41.0;Славск;04.22;young;8;3964;6
0;J41.0;Советск;04.22;middleage;4;38514;6
0;J41.0;Черняховск;04.22;elderly;7;35375;6
0;J41.0;Черняховск;04.22;middleage;4;35375;6
0;J41.1;Гурьевск;04.22;elderly;7;19670;6
0;J41.1;Гурьевск;04.22;middleage;4;19670;6
0;J41.1;Гурьевск;04.22;old;4;19670;6
0;J41.1;Калининград;04.22;centenarians;4;498260;6
0;J41.1;Калининград;04.22;elderly;11;498260;6
0;J41.1;Калининград;04.22;middleage;6;498260;6
0;J41.1;Калининград;04.22;old;5;498260;6
0;J41.1;Мамоново;04.22;middleage;4;8104;6
0;J41.8;Калининград;04.22;elderly;13;498260;6
0;J41.8;Калининград;04.22;old;7;498260;6
0;J41.8;Калининград;04.22;young;10;498260;6
0;J41.8;Нестеров;04.22;old;4;3937;6
0;J41.8;Озерск;04.22;elderly;7;2427;6
0;J41.8;Полесск;04.22;middleage;4;6921;6
0;J41.8;Светлый;04.22;elderly;7;21441;6
0;J42;Балтийск;04.22;elderly;9;33946;6
0;J42;Балтийск;04.22;middleage;5;33946;6
0;J42;Балтийск;04.22;young;10;33946;6
0;J42;Гвардейск;04.22;centenarians;3;13353;6
0;J42;Гвардейск;04.22;old;3;13353;6
0;J42;Гурьевск;04.22;elderly;7;19670;6
0;J42;Гурьевск;04.22;old;3;19670;6
0;J42;Гусев;04.22;elderly;7;28177;6
0;J42;Гусев;04.22;middleage;4;28177;6
0;J42;Гусев;04.22;old;3;28177;6
0;J42;Зеленоградск;04.22;elderly;7;17296;6
0;J42;Калининград;04.22;centenarians;2;498260;6
0;J42;Калининград;04.22;elderly;33;498260;6
0;J42;Калининград;04.22;middleage;16;498260;6
0;J42;Калининград;04.22;old;10;498260;6
0;J42;Калининград;04.22;young;15;498260;6
0;J42;Краснознаменск;04.22;elderly;7;3049;6
0;J42;Краснознаменск;04.22;middleage;4;3049;6
0;J42;Краснознаменск;04.22;young;8;3049;6
0;J42;Неман;04.22;young;8;10765;6
0;J42;Пионерский;04.22;elderly;8;12573;6
0;J42;Пионерский;04.22;middleage;4;12573;6
0;J42;Полесск;04.22;elderly;7;6921;6
0;J42;Правдинск;04.22;children;8;4045;6
0;J42;Правдинск;04.22;old;3;4045;6
0;J42;Светлый;04.22;elderly;8;21441;6
0;J42;Советск;04.22;middleage;4;38514;6
0;J42;Черняховск;04.22;elderly;7;35375;6
0;J42;Черняховск;04.22;middleage;4;35375;6
0;J42;Черняховск;04.22;young;8;35375;6
0;J43.8;Калининград;04.22;middleage;5;498260;6
0;J43.8;Калининград;04.22;young;9;498260;6
0;J43.8;Краснознаменск;04.22;middleage;4;3049;6
0;J43.9;Гурьевск;04.22;elderly;6;19670;6
0;J44.0;Балтийск;04.22;old;4;33946;6
0;J44.0;Калининград;04.22;centenarians;5;498260;6
0;J44.0;Калининград;04.22;elderly;9;498260;6
0;J44.0;Калининград;04.22;old;6;498260;6
0;J44.0;Калининград;04.22;young;9;498260;6
0;J44.0;Светлый;04.22;middleage;4;21441;6
0;J44.1;Гурьевск;04.22;children;9;19670;6
0;J44.1;Гурьевск;04.22;elderly;7;19670;6
0;J44.1;Калининград;04.22;centenarians;4;498260;6
0;J44.1;Калининград;04.22;elderly;8;498260;6
0;J44.1;Калининград;04.22;middleage;5;498260;6
0;J44.1;Калининград;04.22;old;5;498260;6
0;J44.1;Правдинск;04.22;centenarians;5;4045;6
0;J44.1;Светлый;04.22;elderly;7;21441;6
0;J44.1;Светлый;04.22;middleage;4;21441;6
0;J44.1;Светлый;04.22;old;4;21441;6
0;J44.8;Багратионовск;04.22;elderly;7;6401;6
0;J44.8;Багратионовск;04.22;old;3;6401;6
0;J44.8;Балтийск;04.22;old;3;33946;6
0;J44.8;Гвардейск;04.22;old;3;13353;6
0;J44.8;Гурьевск;04.22;elderly;8;19670;6
0;J44.8;Гусев;04.22;elderly;7;28177;6
0;J44.8;Калининград;04.22;centenarians;2;498260;6
0;J44.8;Калининград;04.22;children;7;498260;6
0;J44.8;Калининград;04.22;elderly;37;498260;6
0;J44.8;Калининград;04.22;middleage;20;498260;6
0;J44.8;Калининград;04.22;old;16;498260;6
0;J44.8;Калининград;04.22;young;11;498260;6
0;J44.8;Мамоново;04.22;elderly;7;8104;6
0;J44.8;Неман;04.22;old;3;10765;6
0;J44.8;Пионерский;04.22;young;7;12573;6
0;J44.8;Правдинск;04.22;elderly;7;4045;6
0;J44.8;Светлый;04.22;elderly;7;21441;6
0;J44.8;Светлый;04.22;middleage;4;21441;6
0;J44.8;Советск;04.22;centenarians;2;38514;6
0;J44.8;Советск;04.22;elderly;7;38514;6
0;J44.8;Черняховск;04.22;old;3;35375;6
0;J44.9;Балтийск;04.22;elderly;7;33946;6
0;J44.9;Гвардейск;04.22;middleage;3;13353;6
0;J44.9;Гвардейск;04.22;old;3;13353;6
0;J44.9;Гурьевск;04.22;elderly;7;19670;6
0;J44.9;Гурьевск;04.22;middleage;4;19670;6
0;J44.9;Гурьевск;04.22;old;3;19670;6
0;J44.9;Калининград;04.22;centenarians;3;498260;6
0;J44.9;Калининград;04.22;elderly;23;498260;6
0;J44.9;Калининград;04.22;middleage;12;498260;6
0;J44.9;Калининград;04.22;old;12;498260;6
0;J44.9;Озерск;04.22;children;8;2427;6
0;J44.9;Пионерский;04.22;old;3;12573;6
0;J44.9;Правдинск;04.22;middleage;3;4045;6
0;J44.9;Славск;04.22;elderly;7;3964;6
0;J44.9;Черняховск;04.22;centenarians;3;35375;6
0;J45.0;Гурьевск;04.22;children;12;19670;6
0;J45.0;Гурьевск;04.22;young;9;19670;6
0;J45.0;Гусев;04.22;children;8;28177;6
0;J45.0;Гусев;04.22;middleage;4;28177;6
0;J45.0;Зеленоградск;04.22;children;8;17296;6
0;J45.0;Зеленоградск;04.22;middleage;4;17296;6
0;J45.0;Калининград;04.22;children;38;498260;6
0;J45.0;Калининград;04.22;elderly;9;498260;6
0;J45.0;Калининград;04.22;middleage;8;498260;6
0;J45.0;Калининград;04.22;old;5;498260;6
0;J45.0;Калининград;04.22;young;24;498260;6
0;J45.0;Мамоново;04.22;elderly;7;8104;6
0;J45.0;Мамоново;04.22;young;8;8104;6
0;J45.0;Озерск;04.22;children;8;2427;6
0;J45.0;Пионерский;04.22;children;9;12573;6
0;J45.0;Пионерский;04.22;old;3;12573;6
0;J45.0;Полесск;04.22;children;8;6921;6
0;J45.0;Правдинск;04.22;children;8;4045;6
0;J45.0;Светлый;04.22;children;9;21441;6
0;J45.0;Славск;04.22;children;8;3964;6
0;J45.0;Славск;04.22;middleage;4;3964;6
0;J45.0;Черняховск;04.22;children;8;35375;6
0;J45.1;Зеленоградск;04.22;middleage;4;17296;6
0;J45.1;Калининград;04.22;middleage;5;498260;6
0;J45.8;Багратионовск;04.22;elderly;6;6401;6
0;J45.8;Балтийск;04.22;middleage;3;33946;6
0;J45.8;Балтийск;04.22;young;7;33946;6
0;J45.8;Гвардейск;04.22;young;7;13353;6
0;J45.8;Гурьевск;04.22;elderly;5;19670;6
0;J45.8;Гурьевск;04.22;middleage;2;19670;6
0;J45.8;Гурьевск;04.22;old;3;19670;6
0;J45.8;Гусев;04.22;elderly;8;28177;6
0;J45.8;Гусев;04.22;middleage;3;28177;6
0;J45.8;Гусев;04.22;old;4;28177;6
0;J45.8;Зеленоградск;04.22;centenarians;2;17296;6
0;J45.8;Зеленоградск;04.22;old;3;17296;6
0;J45.8;Калининград;04.22;centenarians;0;498260;6
0;J45.8;Калининград;04.22;elderly;21;498260;6
0;J45.8;Калининград;04.22;middleage;23;498260;6
0;J45.8;Калининград;04.22;old;4;498260;6
0;J45.8;Калининград;04.22;young;16;498260;6
0;J45.8;Мамоново;04.22;middleage;3;8104;6
0;J45.8;Неман;04.22;elderly;6;10765;6
0;J45.8;Неман;04.22;middleage;3;10765;6
0;J45.8;Неман;04.22;old;3;10765;6
0;J45.8;Неман;04.22;young;7;10765;6
0;J45.8;Нестеров;04.22;middleage;3;3937;6
0;J45.8;Нестеров;04.22;old;3;3937;6
0;J45.8;Нестеров;04.22;young;7;3937;6
0;J45.8;Озерск;04.22;centenarians;3;2427;6
0;J45.8;Озерск;04.22;elderly;6;2427;6
0;J45.8;Озерск;04.22;middleage;3;2427;6
0;J45.8;Пионерский;04.22;elderly;6;12573;6
0;J45.8;Пионерский;04.22;middleage;3;12573;6
0;J45.8;Пионерский;04.22;old;3;12573;6
0;J45.8;Пионерский;04.22;young;7;12573;6
0;J45.8;Полесск;04.22;elderly;6;6921;6
0;J45.8;Правдинск;04.22;elderly;6;4045;6
0;J45.8;Правдинск;04.22;middleage;3;4045;6
0;J45.8;Правдинск;04.22;old;3;4045;6
0;J45.8;Светлый;04.22;elderly;6;21441;6
0;J45.8;Светлый;04.22;middleage;3;21441;6
0;J45.8;Светлый;04.22;young;6;21441;6
0;J45.8;Славск;04.22;centenarians;3;3964;6
0;J45.8;Славск;04.22;elderly;6;3964;6
0;J45.8;Славск;04.22;middleage;3;3964;6
0;J45.8;Советск;04.22;elderly;6;38514;6
0;J45.8;Черняховск;04.22;elderly;6;35375;6
0;J45.8;Черняховск;04.22;middleage;3;35375;6
0;J45.8;Черняховск;04.22;old;3;35375;6
0;J45.8;Черняховск;04.22;young;7;35375;6
0;J45.9;Балтийск;04.22;elderly;7;33946;6
0;J45.9;Гурьевск;04.22;children;11;19670;6
0;J45.9;Гурьевск;04.22;elderly;7;19670;6
0;J45.9;Гурьевск;04.22;young;9;19670;6
0;J45.9;Зеленоградск;04.22;children;9;17296;6
0;J45.9;Калининград;04.22;children;12;498260;6
0;J45.9;Калининград;04.22;elderly;12;498260;6
0;J45.9;Калининград;04.22;middleage;7;498260;6
0;J45.9;Калининград;04.22;old;5;498260;6
0;J45.9;Калининград;04.22;young;18;498260;6
0;J45.9;Пионерский;04.22;elderly;7;12573;6
0;J45.9;Правдинск;04.22;elderly;7;4045;6
0;J45.9;Светлый;04.22;middleage;4;21441;6
0;J45.9;Черняховск;04.22;elderly;7;35375;6
0;J45.9;Черняховск;04.22;middleage;4;35375;6
0;J45.9;Черняховск;04.22;old;2;35375;6
0;J47;Гусев;04.22;elderly;7;28177;6
0;J47;Калининград;04.22;elderly;7;498260;6
0;J47;Калининград;04.22;middleage;5;498260;6
0;J47;Калининград;04.22;old;5;498260;6
0;J47;Калининград;04.22;young;9;498260;6
0;J47;Правдинск;04.22;middleage;3;4045;6
0;J67.8;Озерск;04.22;middleage;3;2427;6
0;J70.2;Озерск;04.22;elderly;7;2427;6
0;J70.8;Калининград;04.22;children;10;498260;6
0;J70.9;Калининград;04.22;children;9;498260;6
0;J81;Гусев;04.22;elderly;7;28177;6
0;J84.1;Багратионовск;04.22;centenarians;5;6401;6
0;J84.1;Гвардейск;04.22;elderly;7;13353;6
0;J84.1;Гвардейск;04.22;middleage;4;13353;6
0;J84.1;Гурьевск;04.22;elderly;7;19670;6
0;J84.1;Гурьевск;04.22;old;3;19670;6
0;J84.1;Гусев;04.22;elderly;7;28177;6
0;J84.1;Калининград;04.22;elderly;14;498260;6
0;J84.1;Калининград;04.22;middleage;7;498260;6
0;J84.1;Калининград;04.22;old;6;498260;6
0;J84.1;Калининград;04.22;young;8;498260;6
0;J84.1;Полесск;04.22;old;4;6921;6
0;J84.1;Славск;04.22;elderly;7;3964;6
0;J84.8;Гусев;04.22;elderly;7;28177;6
0;J84.8;Калининград;04.22;middleage;5;498260;6
0;J84.8;Калининград;04.22;old;5;498260;6
0;J84.9;Гурьевск;04.22;elderly;8;19670;6
0;J84.9;Гурьевск;04.22;middleage;5;19670;6
0;J84.9;Гурьевск;04.22;young;8;19670;6
0;J84.9;Гусев;04.22;elderly;7;28177;6
0;J84.9;Калининград;04.22;elderly;12;498260;6
0;J84.9;Калининград;04.22;middleage;9;498260;6
0;J84.9;Калининград;04.22;old;7;498260;6
0;J85.1;Калининград;04.22;young;9;498260;6
0;J85.1;Полесск;04.22;middleage;4;6921;6
0;J86.9;Калининград;04.22;elderly;7;498260;6
0;J90;Калининград;04.22;elderly;7;498260;6
0;J90;Мамоново;04.22;elderly;7;8104;6
0;J90;Пионерский;04.22;elderly;7;12573;6
0;J93.0;Калининград;04.22;middleage;5;498260;6
0;J93.8;Калининград;04.22;elderly;7;498260;6
0;J93.9;Гурьевск;04.22;elderly;6;19670;6
0;J94.8;Балтийск;04.22;elderly;7;33946;6
0;J94.8;Калининград;04.22;old;6;498260;6
0;J94.9;Калининград;04.22;elderly;7;498260;6
0;J94.9;Калининград;04.22;middleage;5;498260;6
0;J94.9;Калининград;04.22;old;5;498260;6
0;J94.9;Светлый;04.22;middleage;4;21441;6
0;J95.5;Гурьевск;04.22;young;7;19670;6
0;J95.5;Калининград;04.22;children;10;498260;6
0;J96.1;Гурьевск;04.22;young;8;19670;6
0;J96.1;Калининград;04.22;old;5;498260;6
0;J98.0;Светлый;04.22;young;8;21441;6
0;J98.1;Калининград;04.22;middleage;5;498260;6
0;J98.4;Зеленоградск;04.22;elderly;7;17296;6
0;J98.4;Калининград;04.22;elderly;12;498260;6
0;J98.4;Калининград;04.22;middleage;7;498260;6
0;J98.4;Калининград;04.22;old;7;498260;6
0;J98.4;Правдинск;04.22;old;4;4045;6
0;J98.4;Советск;04.22;old;3;38514;6
0;J98.5;Калининград;04.22;elderly;7;498260;6
0;J98.5;Калининград;04.22;middleage;5;498260;6
0;J98.8;Калининград;04.22;young;9;498260;6
0;J98.9;Калининград;04.22;centenarians;5;498260;6
0;J98.9;Калининград;04.22;elderly;7;498260;6
0;J98.9;Калининград;04.22;young;9;498260;6
0;K00.0;Калининград;04.22;children;66;498260;6
0;K00.1;Калининград;04.22;children;9;498260;6
0;K00.2;Калининград;04.22;young;9;498260;6
0;K00.6;Гусев;04.22;children;12;28177;6
0;K00.6;Гусев;04.22;young;8;28177;6
0;K00.6;Калининград;04.22;children;42;498260;6
0;K00.6;Калининград;04.22;young;39;498260;6
0;K00.6;Неман;04.22;children;9;10765;6
0;K00.6;Правдинск;04.22;elderly;5;4045;6
0;K00.6;Светлый;04.22;young;8;21441;6
0;K00.6;Советск;04.22;young;11;38514;6
0;K00.6;Черняховск;04.22;middleage;2;35375;6
0;K00.6;Черняховск;04.22;young;10;35375;6
0;K00.7;Багратионовск;04.22;children;9;6401;6
0;K00.7;Балтийск;04.22;children;10;33946;6
0;K00.7;Гурьевск;04.22;children;7;19670;6
0;K00.7;Гусев;04.22;children;14;28177;6
0;K00.7;Гусев;04.22;young;7;28177;6
0;K00.7;Зеленоградск;04.22;children;10;17296;6
0;K00.7;Калининград;04.22;children;56;498260;6
0;K00.7;Калининград;04.22;elderly;2;498260;6
0;K00.7;Калининград;04.22;middleage;6;498260;6
0;K00.7;Калининград;04.22;young;26;498260;6
0;K00.7;Неман;04.22;children;9;10765;6
0;K00.7;Правдинск;04.22;children;9;4045;6
0;K00.7;Светлый;04.22;children;10;21441;6
0;K00.7;Светлый;04.22;young;7;21441;6
0;K00.7;Славск;04.22;children;11;3964;6
0;K00.7;Советск;04.22;children;10;38514;6
0;K00.7;Черняховск;04.22;children;10;35375;6
0;K01.0;Калининград;04.22;children;10;498260;6
0;K01.0;Калининград;04.22;middleage;6;498260;6
0;K01.0;Калининград;04.22;young;14;498260;6
0;K01.0;Пионерский;04.22;young;9;12573;6
0;K01.0;Полесск;04.22;young;8;6921;6
0;K01.0;Правдинск;04.22;elderly;7;4045;6
0;K01.0;Черняховск;04.22;young;8;35375;6
0;K02.0;Багратионовск;04.22;children;14;6401;6
0;K02.0;Гусев;04.22;young;0;28177;6
0;K02.0;Зеленоградск;04.22;children;13;17296;6
0;K02.0;Калининград;04.22;children;215;498260;6
0;K02.0;Калининград;04.22;elderly;0;498260;6
0;K02.0;Калининград;04.22;middleage;0;498260;6
0;K02.0;Калининград;04.22;old;0;498260;6
0;K02.0;Калининград;04.22;young;225;498260;6
0;K02.0;Озерск;04.22;young;0;2427;6
0;K02.0;Пионерский;04.22;elderly;0;12573;6
0;K02.0;Пионерский;04.22;middleage;3;12573;6
0;K02.0;Пионерский;04.22;young;0;12573;6
0;K02.0;Правдинск;04.22;children;14;4045;6
0;K02.1;Багратионовск;04.22;children;17;6401;6
0;K02.1;Балтийск;04.22;children;26;33946;6
0;K02.1;Балтийск;04.22;young;2;33946;6
0;K02.1;Гурьевск;04.22;centenarians;28;19670;6
0;K02.1;Гурьевск;04.22;children;57;19670;6
0;K02.1;Гурьевск;04.22;elderly;0;19670;6
0;K02.1;Гурьевск;04.22;middleage;36;19670;6
0;K02.1;Гурьевск;04.22;old;34;19670;6
0;K02.1;Гурьевск;04.22;young;4;19670;6
0;K02.1;Гусев;04.22;children;35;28177;6
0;K02.1;Гусев;04.22;elderly;8;28177;6
0;K02.1;Гусев;04.22;middleage;30;28177;6
0;K02.1;Гусев;04.22;young;13;28177;6
0;K02.1;Калининград;04.22;centenarians;164;498260;6
0;K02.1;Калининград;04.22;children;640;498260;6
0;K02.1;Калининград;04.22;elderly;505;498260;6
0;K02.1;Калининград;04.22;middleage;427;498260;6
0;K02.1;Калининград;04.22;old;198;498260;6
0;K02.1;Калининград;04.22;young;746;498260;6
0;K02.1;Неман;04.22;children;24;10765;6
0;K02.1;Озерск;04.22;middleage;17;2427;6
0;K02.1;Озерск;04.22;young;0;2427;6
0;K02.1;Пионерский;04.22;children;18;12573;6
0;K02.1;Пионерский;04.22;elderly;0;12573;6
0;K02.1;Пионерский;04.22;middleage;29;12573;6
0;K02.1;Пионерский;04.22;old;32;12573;6
0;K02.1;Пионерский;04.22;young;1;12573;6
0;K02.1;Правдинск;04.22;centenarians;24;4045;6
0;K02.1;Правдинск;04.22;children;31;4045;6
0;K02.1;Правдинск;04.22;elderly;3;4045;6
0;K02.1;Правдинск;04.22;middleage;26;4045;6
0;K02.1;Правдинск;04.22;old;25;4045;6
0;K02.1;Правдинск;04.22;young;8;4045;6
0;K02.1;Светлый;04.22;centenarians;21;21441;6
0;K02.1;Светлый;04.22;children;18;21441;6
0;K02.1;Светлый;04.22;elderly;0;21441;6
0;K02.1;Светлый;04.22;middleage;32;21441;6
0;K02.1;Светлый;04.22;old;22;21441;6
0;K02.1;Светлый;04.22;young;0;21441;6
0;K02.1;Советск;04.22;centenarians;67;38514;6
0;K02.1;Советск;04.22;children;122;38514;6
0;K02.1;Советск;04.22;elderly;222;38514;6
0;K02.1;Советск;04.22;middleage;115;38514;6
0;K02.1;Советск;04.22;old;76;38514;6
0;K02.1;Советск;04.22;young;234;38514;6
0;K02.1;Черняховск;04.22;centenarians;14;35375;6
0;K02.1;Черняховск;04.22;children;32;35375;6
0;K02.1;Черняховск;04.22;elderly;6;35375;6
0;K02.1;Черняховск;04.22;middleage;31;35375;6
0;K02.1;Черняховск;04.22;old;18;35375;6
0;K02.1;Черняховск;04.22;young;18;35375;6
0;K02.2;Калининград;04.22;elderly;6;498260;6
0;K02.2;Калининград;04.22;middleage;7;498260;6
0;K02.2;Калининград;04.22;old;2;498260;6
0;K02.2;Калининград;04.22;young;20;498260;6
0;K02.2;Краснознаменск;04.22;children;9;3049;6
0;K02.2;Неман;04.22;centenarians;4;10765;6
0;K02.2;Неман;04.22;children;10;10765;6
0;K02.2;Неман;04.22;elderly;9;10765;6
0;K02.2;Неман;04.22;middleage;5;10765;6
0;K02.2;Неман;04.22;young;10;10765;6
0;K02.2;Светлый;04.22;children;10;21441;6
0;K02.2;Светлый;04.22;middleage;3;21441;6
0;K02.2;Светлый;04.22;young;8;21441;6
0;K02.3;Светлый;04.22;middleage;4;21441;6
0;K02.8;Гурьевск;04.22;centenarians;12;19670;6
0;K02.8;Гурьевск;04.22;children;43;19670;6
0;K02.8;Гурьевск;04.22;elderly;8;19670;6
0;K02.8;Гурьевск;04.22;middleage;21;19670;6
0;K02.8;Гурьевск;04.22;old;20;19670;6
0;K02.8;Гурьевск;04.22;young;1;19670;6
0;K02.8;Гусев;04.22;children;29;28177;6
0;K02.8;Гусев;04.22;elderly;5;28177;6
0;K02.8;Гусев;04.22;middleage;26;28177;6
0;K02.8;Гусев;04.22;old;23;28177;6
0;K02.8;Гусев;04.22;young;12;28177;6
0;K02.8;Калининград;04.22;centenarians;143;498260;6
0;K02.8;Калининград;04.22;children;255;498260;6
0;K02.8;Калининград;04.22;elderly;365;498260;6
0;K02.8;Калининград;04.22;middleage;271;498260;6
0;K02.8;Калининград;04.22;old;185;498260;6
0;K02.8;Калининград;04.22;young;416;498260;6
0;K02.8;Неман;04.22;children;27;10765;6
0;K02.8;Озерск;04.22;young;2;2427;6
0;K02.8;Пионерский;04.22;elderly;0;12573;6
0;K02.8;Пионерский;04.22;middleage;20;12573;6
0;K02.8;Пионерский;04.22;young;4;12573;6
0;K02.8;Правдинск;04.22;centenarians;19;4045;6
0;K02.8;Правдинск;04.22;children;27;4045;6
0;K02.8;Правдинск;04.22;elderly;0;4045;6
0;K02.8;Правдинск;04.22;middleage;19;4045;6
0;K02.8;Правдинск;04.22;young;2;4045;6
0;K02.8;Светлый;04.22;elderly;0;21441;6
0;K02.8;Светлый;04.22;middleage;21;21441;6
0;K02.8;Светлый;04.22;old;22;21441;6
0;K02.8;Светлый;04.22;young;1;21441;6
0;K02.8;Советск;04.22;elderly;4;38514;6
0;K02.8;Советск;04.22;middleage;26;38514;6
0;K02.8;Советск;04.22;young;11;38514;6
0;K02.8;Черняховск;04.22;children;38;35375;6
0;K02.8;Черняховск;04.22;elderly;17;35375;6
0;K02.8;Черняховск;04.22;middleage;39;35375;6
0;K02.8;Черняховск;04.22;old;22;35375;6
0;K02.8;Черняховск;04.22;young;28;35375;6
0;K02.9;Багратионовск;04.22;children;9;6401;6
0;K02.9;Балтийск;04.22;children;9;33946;6
0;K02.9;Гурьевск;04.22;children;10;19670;6
0;K02.9;Калининград;04.22;children;14;498260;6
0;K02.9;Калининград;04.22;elderly;7;498260;6
0;K02.9;Неман;04.22;children;9;10765;6
0;K03.0;Калининград;04.22;elderly;7;498260;6
0;K03.0;Калининград;04.22;old;5;498260;6
0;K03.0;Калининград;04.22;young;9;498260;6
0;K03.0;Пионерский;04.22;middleage;4;12573;6
