PATIENT_SEX;MKB_CODE;ADRES;VISIT_MONTH_YEAR;AGE_CATEGORY;PATIENT_ID_COUNT
0;I20.9;Калининград;04.22;old;4
0;I20.9;Калининград;04.22;young;3
0;I20.9;Озерск;04.22;elderly;1
0;I20.9;Пионерский;04.22;elderly;1
0;I20.9;Пионерский;04.22;middleage;1
0;I20.9;Светлый;04.22;old;0
0;I20.9;Черняховск;04.22;elderly;1
0;I20.9;Черняховск;04.22;middleage;1
0;I21.0;Гвардейск;04.22;middleage;0
0;I21.0;Гурьевск;04.22;elderly;1
0;I21.0;Калининград;04.22;elderly;7
0;I21.0;Правдинск;04.22;old;0
0;I21.1;Гусев;04.22;elderly;1
0;I21.1;Зеленоградск;04.22;elderly;0
0;I21.1;Калининград;04.22;middleage;2
0;I21.1;Неман;04.22;elderly;0
0;I21.1;Неман;04.22;old;0
0;I21.1;Правдинск;04.22;elderly;0
0;I21.1;Светлый;04.22;elderly;0
0;I21.2;Калининград;04.22;elderly;0
0;I21.2;Пионерский;04.22;old;0
0;I21.4;Балтийск;04.22;old;0
0;I21.4;Калининград;04.22;elderly;2
0;I21.4;Калининград;04.22;old;1
0;I21.9;Гвардейск;04.22;centenarians;1
0;I21.9;Гурьевск;04.22;middleage;0
0;I21.9;Гурьевск;04.22;old;0
0;I21.9;Зеленоградск;04.22;middleage;0
0;I21.9;Калининград;04.22;centenarians;1
0;I21.9;Калининград;04.22;old;0
0;I21.9;Светлый;04.22;old;0
0;I21.9;Черняховск;04.22;elderly;0
0;I22.8;Светлый;04.22;old;0
0;I25.0;Гвардейск;04.22;old;1
0;I25.0;Гурьевск;04.22;old;2
0;I25.0;Калининград;04.22;elderly;24
0;I25.0;Калининград;04.22;middleage;2
0;I25.0;Калининград;04.22;old;20
0;I25.0;Пионерский;04.22;elderly;1
0;I25.0;Пионерский;04.22;old;1
0;I25.0;Советск;04.22;old;0
0;I25.1;Багратионовск;04.22;elderly;4
0;I25.1;Багратионовск;04.22;old;0
0;I25.1;Гвардейск;04.22;centenarians;-1
0;I25.1;Гвардейск;04.22;old;-1
0;I25.1;Гурьевск;04.22;centenarians;1
0;I25.1;Гурьевск;04.22;elderly;18
0;I25.1;Гурьевск;04.22;old;12
0;I25.1;Гусев;04.22;old;0
0;I25.1;Калининград;04.22;centenarians;29
0;I25.1;Калининград;04.22;elderly;218
0;I25.1;Калининград;04.22;middleage;31
0;I25.1;Калининград;04.22;old;71
0;I25.1;Краснознаменск;04.22;elderly;3
0;I25.1;Краснознаменск;04.22;middleage;0
0;I25.1;Краснознаменск;04.22;old;0
0;I25.1;Пионерский;04.22;old;0
0;I25.1;Полесск;04.22;elderly;3
0;I25.1;Полесск;04.22;old;0
0;I25.1;Правдинск;04.22;elderly;3
0;I25.1;Светлый;04.22;elderly;4
0;I25.1;Славск;04.22;old;0
0;I25.1;Советск;04.22;centenarians;0
0;I25.1;Советск;04.22;old;9
0;I25.1;Черняховск;04.22;elderly;15
0;I25.1;Черняховск;04.22;old;9
0;I25.2;Балтийск;04.22;elderly;12
0;I25.2;Гвардейск;04.22;elderly;2
0;I25.2;Гвардейск;04.22;middleage;-1
0;I25.2;Гурьевск;04.22;centenarians;0
0;I25.2;Гурьевск;04.22;elderly;25
0;I25.2;Гурьевск;04.22;old;16
0;I25.2;Зеленоградск;04.22;elderly;14
0;I25.2;Зеленоградск;04.22;old;0
0;I25.2;Калининград;04.22;centenarians;9
0;I25.2;Калининград;04.22;elderly;207
0;I25.2;Калининград;04.22;middleage;62
0;I25.2;Калининград;04.22;old;68
0;I25.2;Озерск;04.22;old;-2
0;I25.2;Пионерский;04.22;elderly;3
0;I25.2;Пионерский;04.22;old;-1
0;I25.2;Правдинск;04.22;elderly;2
0;I25.2;Правдинск;04.22;old;-1
0;I25.2;Светлый;04.22;elderly;11
0;I25.2;Светлый;04.22;old;-1
0;I25.2;Славск;04.22;elderly;1
0;I25.2;Советск;04.22;elderly;14
0;I25.2;Советск;04.22;middleage;0
0;I25.2;Советск;04.22;old;7
0;I25.2;Черняховск;04.22;elderly;13
0;I25.2;Черняховск;04.22;middleage;0
0;I25.2;Черняховск;04.22;old;0
0;I25.3;Калининград;04.22;young;1
0;I25.3;Озерск;04.22;elderly;0
0;I25.3;Пионерский;04.22;middleage;0
0;I25.5;Гурьевск;04.22;elderly;2
0;I25.5;Гурьевск;04.22;old;1
0;I25.5;Калининград;04.22;centenarians;1
0;I25.5;Калининград;04.22;elderly;24
0;I25.5;Калининград;04.22;middleage;2
0;I25.5;Калининград;04.22;old;7
0;I25.5;Правдинск;04.22;elderly;1
0;I25.5;Советск;04.22;centenarians;1
0;I25.6;Калининград;04.22;elderly;0
0;I25.6;Калининград;04.22;middleage;0
0;I25.8;Багратионовск;04.22;old;0
0;I25.8;Балтийск;04.22;elderly;14
0;I25.8;Балтийск;04.22;middleage;0
0;I25.8;Балтийск;04.22;old;0
0;I25.8;Гвардейск;04.22;elderly;12
0;I25.8;Гурьевск;04.22;centenarians;0
0;I25.8;Гурьевск;04.22;elderly;17
0;I25.8;Гурьевск;04.22;old;12
0;I25.8;Гусев;04.22;elderly;4
0;I25.8;Зеленоградск;04.22;centenarians;0
0;I25.8;Зеленоградск;04.22;elderly;21
0;I25.8;Зеленоградск;04.22;old;10
0;I25.8;Калининград;04.22;centenarians;20
0;I25.8;Калининград;04.22;elderly;226
0;I25.8;Калининград;04.22;middleage;66
0;I25.8;Калининград;04.22;old;72
0;I25.8;Калининград;04.22;young;11
0;I25.8;Краснознаменск;04.22;elderly;3
0;I25.8;Неман;04.22;centenarians;1
0;I25.8;Неман;04.22;elderly;4
0;I25.8;Неман;04.22;old;0
0;I25.8;Нестеров;04.22;elderly;3
0;I25.8;Нестеров;04.22;old;0
0;I25.8;Озерск;04.22;elderly;3
0;I25.8;Озерск;04.22;old;-1
0;I25.8;Пионерский;04.22;centenarians;0
0;I25.8;Пионерский;04.22;elderly;13
0;I25.8;Пионерский;04.22;old;0
0;I25.8;Полесск;04.22;centenarians;-1
0;I25.8;Полесск;04.22;elderly;19
0;I25.8;Полесск;04.22;old;-1
0;I25.8;Правдинск;04.22;centenarians;1
0;I25.8;Правдинск;04.22;elderly;13
0;I25.8;Правдинск;04.22;middleage;0
0;I25.8;Правдинск;04.22;old;0
0;I25.8;Светлый;04.22;elderly;13
0;I25.8;Светлый;04.22;old;0
0;I25.8;Славск;04.22;elderly;3
0;I25.8;Советск;04.22;elderly;15
0;I25.8;Советск;04.22;middleage;0
0;I25.8;Советск;04.22;old;0
0;I25.8;Черняховск;04.22;elderly;4
0;I25.8;Черняховск;04.22;middleage;0
0;I25.8;Черняховск;04.22;old;0
0;I25.9;Гусев;04.22;elderly;1
0;I25.9;Калининград;04.22;centenarians;5
0;I25.9;Калининград;04.22;elderly;29
0;I25.9;Калининград;04.22;middleage;6
0;I25.9;Калининград;04.22;old;23
0;I25.9;Мамоново;04.22;elderly;2
0;I25.9;Мамоново;04.22;middleage;1
0;I25.9;Черняховск;04.22;elderly;2
0;I26.0;Калининград;04.22;centenarians;1
0;I26.0;Калининград;04.22;elderly;0
0;I26.0;Калининград;04.22;old;0
0;I26.9;Балтийск;04.22;old;0
0;I26.9;Калининград;04.22;elderly;0
0;I26.9;Калининград;04.22;middleage;0
0;I26.9;Калининград;04.22;old;0
0;I26.9;Черняховск;04.22;middleage;1
0;I27.0;Багратионовск;04.22;young;0
0;I27.0;Гурьевск;04.22;young;0
0;I27.0;Калининград;04.22;young;1
0;I27.0;Черняховск;04.22;young;0
0;I27.8;Калининград;04.22;young;1
0;I28.1;Калининград;04.22;elderly;0
0;I28.8;Калининград;04.22;elderly;0
0;I30.9;Калининград;04.22;young;1
0;I31.1;Калининград;04.22;young;1
0;I31.1;Черняховск;04.22;young;0
0;I33.0;Калининград;04.22;middleage;0
0;I34.0;Гурьевск;04.22;elderly;0
0;I34.0;Калининград;04.22;elderly;2
0;I34.0;Калининград;04.22;young;4
0;I34.0;Советск;04.22;young;0
0;I34.1;Гусев;04.22;young;1
0;I34.1;Калининград;04.22;children;4
0;I34.1;Калининград;04.22;middleage;0
0;I34.1;Калининград;04.22;young;13
0;I34.1;Пионерский;04.22;young;1
0;I34.1;Правдинск;04.22;children;0
0;I34.1;Светлый;04.22;children;0
0;I34.1;Светлый;04.22;elderly;0
0;I34.1;Советск;04.22;young;1
0;I34.1;Черняховск;04.22;young;2
0;I34.2;Гусев;04.22;middleage;0
0;I34.8;Гусев;04.22;young;0
0;I34.8;Калининград;04.22;middleage;0
0;I34.8;Калининград;04.22;old;0
0;I34.8;Полесск;04.22;elderly;0
0;I35.0;Балтийск;04.22;centenarians;1
0;I35.0;Балтийск;04.22;old;0
0;I35.0;Гвардейск;04.22;old;0
0;I35.0;Гусев;04.22;old;0
0;I35.0;Зеленоградск;04.22;old;0
0;I35.0;Калининград;04.22;centenarians;1
0;I35.0;Калининград;04.22;elderly;6
0;I35.0;Калининград;04.22;old;2
0;I35.0;Нестеров;04.22;old;0
0;I35.0;Правдинск;04.22;elderly;0
0;I35.0;Правдинск;04.22;middleage;0
0;I35.1;Калининград;04.22;children;0
0;I35.1;Калининград;04.22;elderly;0
0;I35.1;Калининград;04.22;middleage;0
0;I35.1;Калининград;04.22;old;0
0;I35.1;Нестеров;04.22;elderly;0
0;I35.2;Гусев;04.22;old;0
0;I35.2;Калининград;04.22;centenarians;1
0;I35.2;Калининград;04.22;elderly;3
0;I35.2;Калининград;04.22;middleage;1
0;I35.2;Калининград;04.22;old;2
0;I35.2;Краснознаменск;04.22;old;0
0;I35.2;Мамоново;04.22;old;0
0;I35.2;Правдинск;04.22;elderly;0
0;I35.2;Славск;04.22;elderly;0
0;I35.9;Калининград;04.22;middleage;0
0;I36.1;Правдинск;04.22;elderly;0
0;I36.2;Калининград;04.22;middleage;0
0;I36.8;Калининград;04.22;young;1
0;I42.0;Калининград;04.22;elderly;4
0;I42.0;Калининград;04.22;young;4
0;I42.0;Пионерский;04.22;middleage;0
0;I42.0;Пионерский;04.22;old;0
0;I42.0;Черняховск;04.22;elderly;1
0;I42.0;Черняховск;04.22;young;1
0;I42.1;Калининград;04.22;old;0
0;I42.1;Пионерский;04.22;young;0
0;I42.1;Черняховск;04.22;middleage;0
0;I42.2;Калининград;04.22;elderly;0
0;I42.7;Калининград;04.22;elderly;0
0;I42.7;Калининград;04.22;middleage;0
0;I42.7;Калининград;04.22;young;1
0;I42.7;Черняховск;04.22;elderly;0
0;I42.8;Багратионовск;04.22;young;1
0;I42.8;Гурьевск;04.22;middleage;0
0;I42.8;Калининград;04.22;children;0
0;I42.8;Калининград;04.22;elderly;3
0;I42.8;Калининград;04.22;middleage;3
0;I42.8;Калининград;04.22;young;3
0;I42.8;Мамоново;04.22;elderly;0
0;I42.9;Гусев;04.22;children;0
0;I42.9;Калининград;04.22;children;0
0;I42.9;Калининград;04.22;elderly;0
0;I42.9;Калининград;04.22;middleage;1
0;I42.9;Калининград;04.22;old;0
0;I42.9;Калининград;04.22;young;2
0;I42.9;Полесск;04.22;young;1
0;I42.9;Черняховск;04.22;young;1
0;I44.0;Калининград;04.22;children;0
0;I44.0;Калининград;04.22;young;2
0;I44.1;Зеленоградск;04.22;old;0
0;I44.1;Калининград;04.22;elderly;0
0;I44.1;Калининград;04.22;middleage;0
0;I44.1;Калининград;04.22;old;1
0;I44.1;Озерск;04.22;young;1
0;I44.1;Советск;04.22;old;0
0;I44.2;Гурьевск;04.22;old;0
0;I44.2;Зеленоградск;04.22;old;0
0;I44.2;Калининград;04.22;centenarians;1
0;I44.2;Калининград;04.22;elderly;2
0;I44.2;Калининград;04.22;old;2
0;I44.2;Пионерский;04.22;old;0
0;I44.2;Советск;04.22;elderly;0
0;I44.3;Правдинск;04.22;elderly;0
0;I44.4;Калининград;04.22;elderly;0
0;I44.7;Балтийск;04.22;middleage;0
0;I44.7;Калининград;04.22;elderly;0
0;I45.0;Гусев;04.22;children;0
0;I45.0;Калининград;04.22;elderly;0
0;I45.0;Калининград;04.22;young;2
0;I45.1;Калининград;04.22;elderly;0
0;I45.1;Калининград;04.22;young;1
0;I45.2;Гурьевск;04.22;elderly;0
0;I45.2;Зеленоградск;04.22;old;0
0;I45.2;Калининград;04.22;elderly;0
0;I45.2;Пионерский;04.22;young;0
0;I45.6;Гурьевск;04.22;young;0
0;I45.6;Калининград;04.22;children;0
0;I45.6;Калининград;04.22;elderly;0
0;I45.6;Калининград;04.22;middleage;0
0;I45.6;Калининград;04.22;young;3
0;I45.6;Полесск;04.22;young;1
0;I45.8;Калининград;04.22;elderly;0
0;I45.8;Калининград;04.22;old;0
0;I45.8;Калининград;04.22;young;2
0;I45.9;Калининград;04.22;centenarians;1
0;I45.9;Калининград;04.22;old;0
0;I45.9;Калининград;04.22;young;1
0;I47.0;Гурьевск;04.22;elderly;0
0;I47.0;Калининград;04.22;centenarians;1
0;I47.0;Калининград;04.22;young;2
0;I47.0;Пионерский;04.22;elderly;0
0;I47.0;Правдинск;04.22;elderly;0
0;I47.1;Балтийск;04.22;elderly;1
0;I47.1;Балтийск;04.22;old;0
0;I47.1;Балтийск;04.22;young;1
0;I47.1;Гурьевск;04.22;young;1
0;I47.1;Калининград;04.22;centenarians;1
0;I47.1;Калининград;04.22;children;0
0;I47.1;Калининград;04.22;elderly;5
0;I47.1;Калининград;04.22;middleage;2
0;I47.1;Калининград;04.22;young;5
0;I47.1;Краснознаменск;04.22;elderly;0
0;I47.1;Нестеров;04.22;young;1
0;I47.1;Пионерский;04.22;middleage;0
0;I47.1;Правдинск;04.22;elderly;0
0;I47.1;Славск;04.22;middleage;0
0;I47.2;Гусев;04.22;middleage;0
0;I47.2;Калининград;04.22;children;0
0;I47.2;Калининград;04.22;old;0
0;I47.2;Правдинск;04.22;young;0
0;I47.2;Черняховск;04.22;middleage;0
0;I47.9;Калининград;04.22;elderly;3
0;I47.9;Калининград;04.22;middleage;2
0;I47.9;Калининград;04.22;old;1
0;I47.9;Калининград;04.22;young;7
0;I47.9;Озерск;04.22;old;0
0;I47.9;Светлый;04.22;elderly;0
0;I49.0;Гурьевск;04.22;centenarians;1
0;I49.1;Багратионовск;04.22;elderly;0
0;I49.1;Калининград;04.22;elderly;0
0;I49.1;Калининград;04.22;old;0
0;I49.1;Калининград;04.22;young;2
0;I49.3;Балтийск;04.22;elderly;0
0;I49.3;Балтийск;04.22;young;1
0;I49.3;Гурьевск;04.22;elderly;0
0;I49.3;Зеленоградск;04.22;elderly;0
0;I49.3;Калининград;04.22;children;0
0;I49.3;Калининград;04.22;elderly;2
0;I49.3;Калининград;04.22;middleage;0
0;I49.3;Калининград;04.22;old;1
0;I49.3;Калининград;04.22;young;4
0;I49.3;Черняховск;04.22;elderly;0
0;I49.3;Черняховск;04.22;middleage;0
0;I49.4;Гусев;04.22;children;0
0;I49.4;Калининград;04.22;children;0
0;I49.4;Калининград;04.22;elderly;0
0;I49.4;Славск;04.22;young;0
0;I49.5;Балтийск;04.22;old;0
0;I49.5;Гвардейск;04.22;old;0
0;I49.5;Гурьевск;04.22;old;0
0;I49.5;Калининград;04.22;centenarians;1
0;I49.5;Калининград;04.22;elderly;10
0;I49.5;Калининград;04.22;middleage;0
0;I49.5;Калининград;04.22;old;6
0;I49.5;Озерск;04.22;old;0
0;I49.5;Пионерский;04.22;centenarians;0
0;I49.5;Правдинск;04.22;old;0
0;I49.8;Балтийск;04.22;old;0
0;I49.8;Балтийск;04.22;young;1
0;I49.8;Гвардейск;04.22;elderly;1
0;I49.8;Гусев;04.22;children;0
0;I49.8;Зеленоградск;04.22;elderly;1
0;I49.8;Калининград;04.22;centenarians;0
0;I49.8;Калининград;04.22;children;-3
0;I49.8;Калининград;04.22;elderly;20
0;I49.8;Калининград;04.22;middleage;11
0;I49.8;Калининград;04.22;old;8
0;I49.8;Калининград;04.22;young;21
0;I49.8;Мамоново;04.22;elderly;1
0;I49.8;Неман;04.22;children;0
0;I49.8;Пионерский;04.22;children;0
0;I49.8;Пионерский;04.22;elderly;1
0;I49.8;Пионерский;04.22;young;1
0;I49.8;Полесск;04.22;young;1
0;I49.8;Правдинск;04.22;elderly;0
0;I49.8;Светлый;04.22;children;0
0;I49.8;Советск;04.22;elderly;1
0;I49.8;Советск;04.22;old;0
0;I49.9;Багратионовск;04.22;elderly;2
0;I49.9;Багратионовск;04.22;old;1
0;I49.9;Балтийск;04.22;elderly;2
0;I49.9;Балтийск;04.22;old;1
0;I49.9;Гвардейск;04.22;elderly;2
0;I49.9;Гурьевск;04.22;elderly;3
0;I49.9;Гурьевск;04.22;middleage;1
0;I49.9;Гурьевск;04.22;young;2
0;I49.9;Гусев;04.22;middleage;1
0;I49.9;Гусев;04.22;young;2
0;I49.9;Калининград;04.22;centenarians;0
0;I49.9;Калининград;04.22;children;1
0;I49.9;Калининград;04.22;elderly;17
0;I49.9;Калининград;04.22;middleage;2
0;I49.9;Калининград;04.22;old;0
0;I49.9;Калининград;04.22;young;6
0;I49.9;Мамоново;04.22;old;1
0;I49.9;Нестеров;04.22;middleage;1
0;I49.9;Пионерский;04.22;middleage;1
0;I49.9;Пионерский;04.22;old;1
0;I49.9;Пионерский;04.22;young;2
0;I49.9;Светлый;04.22;young;2
0;I49.9;Черняховск;04.22;old;1
0;I50.0;Зеленоградск;04.22;old;0
0;I50.0;Калининград;04.22;elderly;2
0;I50.0;Калининград;04.22;middleage;1
0;I50.0;Калининград;04.22;old;3
0;I50.0;Озерск;04.22;old;0
0;I50.0;Правдинск;04.22;elderly;0
0;I50.0;Советск;04.22;elderly;0
0;I50.0;Черняховск;04.22;elderly;0
0;I50.1;Калининград;04.22;elderly;0
0;I50.1;Калининград;04.22;old;0
0;I50.9;Багратионовск;04.22;old;0
0;I50.9;Зеленоградск;04.22;old;0
0;I50.9;Калининград;04.22;elderly;0
0;I50.9;Калининград;04.22;old;1
0;I50.9;Светлый;04.22;elderly;0
0;I50.9;Черняховск;04.22;elderly;1
0;I50.9;Черняховск;04.22;old;0
0;I51.1;Калининград;04.22;middleage;0
0;I51.5;Балтийск;04.22;middleage;0
0;I51.5;Калининград;04.22;middleage;1
0;I51.5;Калининград;04.22;young;4
0;I51.5;Мамоново;04.22;elderly;0
0;I51.5;Пионерский;04.22;elderly;0
0;I51.5;Черняховск;04.22;elderly;0
0;I51.5;Черняховск;04.22;middleage;0
0;I51.6;Калининград;04.22;elderly;0
0;I51.6;Калининград;04.22;young;2
0;I51.8;Калининград;04.22;elderly;6
0;I51.8;Калининград;04.22;middleage;2
0;I51.8;Калининград;04.22;old;4
0;I51.8;Калининград;04.22;young;9
0;I51.8;Пионерский;04.22;young;-1
0;I51.9;Балтийск;04.22;young;1
0;I51.9;Гусев;04.22;children;1
0;I51.9;Зеленоградск;04.22;children;1
0;I51.9;Калининград;04.22;children;1
0;I51.9;Калининград;04.22;elderly;4
0;I51.9;Калининград;04.22;middleage;2
0;I51.9;Калининград;04.22;old;0
0;I51.9;Калининград;04.22;young;9
0;I51.9;Пионерский;04.22;children;1
0;I51.9;Пионерский;04.22;old;0
0;I51.9;Правдинск;04.22;elderly;0
0;I51.9;Светлый;04.22;children;0
0;I51.9;Советск;04.22;elderly;0
0;I51.9;Черняховск;04.22;elderly;1
0;I51.9;Черняховск;04.22;young;1
0;I60.1;Калининград;04.22;middleage;0
0;I60.1;Калининград;04.22;young;1
0;I60.1;Светлый;04.22;middleage;0
0;I60.2;Калининград;04.22;elderly;0
0;I60.2;Калининград;04.22;young;1
0;I61.0;Балтийск;04.22;elderly;0
0;I61.0;Гусев;04.22;middleage;0
0;I61.0;Калининград;04.22;middleage;0
0;I61.0;Калининград;04.22;old;0
0;I61.0;Калининград;04.22;young;2
0;I61.0;Краснознаменск;04.22;elderly;0
0;I61.0;Пионерский;04.22;elderly;0
0;I61.0;Черняховск;04.22;elderly;0
0;I61.3;Калининград;04.22;old;0
0;I61.6;Гусев;04.22;middleage;0
0;I61.8;Калининград;04.22;elderly;0
0;I61.8;Калининград;04.22;young;1
0;I61.9;Светлый;04.22;elderly;0
0;I63.0;Балтийск;04.22;elderly;1
0;I63.0;Балтийск;04.22;middleage;0
0;I63.1;Гусев;04.22;elderly;0
0;I63.3;Балтийск;04.22;elderly;2
0;I63.3;Гвардейск;04.22;centenarians;2
0;I63.3;Калининград;04.22;centenarians;0
0;I63.3;Калининград;04.22;elderly;22
0;I63.3;Калининград;04.22;middleage;5
0;I63.3;Калининград;04.22;old;4
0;I63.3;Калининград;04.22;young;1
0;I63.3;Пионерский;04.22;old;1
0;I63.3;Светлый;04.22;elderly;2
0;I63.3;Светлый;04.22;old;1
0;I63.4;Гурьевск;04.22;centenarians;1
0;I63.4;Гурьевск;04.22;elderly;1
0;I63.4;Гурьевск;04.22;old;1
0;I63.4;Гусев;04.22;centenarians;1
0;I63.4;Гусев;04.22;elderly;1
0;I63.4;Зеленоградск;04.22;old;0
0;I63.4;Калининград;04.22;centenarians;1
0;I63.4;Калининград;04.22;elderly;8
0;I63.4;Калининград;04.22;old;4
0;I63.4;Пионерский;04.22;elderly;1
0;I63.4;Пионерский;04.22;old;0
0;I63.4;Полесск;04.22;old;0
0;I63.4;Правдинск;04.22;old;0
0;I63.4;Светлый;04.22;old;0
0;I63.4;Черняховск;04.22;elderly;1
0;I63.4;Черняховск;04.22;old;1
0;I63.5;Багратионовск;04.22;elderly;1
0;I63.5;Гвардейск;04.22;old;0
0;I63.5;Гурьевск;04.22;elderly;1
0;I63.5;Гурьевск;04.22;young;1
0;I63.5;Гусев;04.22;elderly;1
0;I63.5;Гусев;04.22;old;0
0;I63.5;Калининград;04.22;centenarians;1
0;I63.5;Калининград;04.22;elderly;8
0;I63.5;Калининград;04.22;middleage;3
0;I63.5;Калининград;04.22;old;2
0;I63.5;Краснознаменск;04.22;old;0
0;I63.5;Озерск;04.22;old;0
0;I63.5;Пионерский;04.22;elderly;1
0;I63.5;Правдинск;04.22;elderly;0
0;I63.5;Светлый;04.22;elderly;1
0;I63.5;Светлый;04.22;old;0
0;I63.5;Черняховск;04.22;elderly;1
0;I63.6;Калининград;04.22;old;0
0;I63.6;Озерск;04.22;old;0
0;I63.8;Балтийск;04.22;elderly;1
0;I63.8;Гвардейск;04.22;elderly;1
0;I63.8;Гвардейск;04.22;middleage;0
0;I63.8;Гурьевск;04.22;centenarians;1
0;I63.8;Зеленоградск;04.22;old;0
0;I63.8;Калининград;04.22;elderly;8
0;I63.8;Калининград;04.22;old;2
0;I63.8;Калининград;04.22;young;4
0;I63.8;Краснознаменск;04.22;middleage;0
0;I63.9;Балтийск;04.22;elderly;1
0;I63.9;Гвардейск;04.22;middleage;0
0;I63.9;Гурьевск;04.22;elderly;1
0;I63.9;Гусев;04.22;centenarians;1
0;I63.9;Гусев;04.22;elderly;0
0;I63.9;Калининград;04.22;centenarians;1
0;I63.9;Калининград;04.22;elderly;4
0;I63.9;Калининград;04.22;young;3
0;I63.9;Неман;04.22;old;0
0;I63.9;Светлый;04.22;middleage;0
0;I63.9;Советск;04.22;elderly;0
0;I63.9;Черняховск;04.22;elderly;1
0;I63.9;Черняховск;04.22;old;0
0;I64;Калининград;04.22;centenarians;1
0;I64;Калининград;04.22;middleage;0
0;I64;Пионерский;04.22;elderly;0
0;I64;Пионерский;04.22;old;0
0;I65.0;Калининград;04.22;centenarians;1
0;I65.0;Калининград;04.22;elderly;0
0;I65.0;Пионерский;04.22;elderly;1
0;I65.0;Светлый;04.22;middleage;0
0;I65.2;Гвардейск;04.22;elderly;1
0;I65.2;Гвардейск;04.22;middleage;0
0;I65.2;Гусев;04.22;elderly;1
0;I65.2;Зеленоградск;04.22;elderly;1
0;I65.2;Зеленоградск;04.22;old;0
0;I65.2;Калининград;04.22;elderly;20
0;I65.2;Калининград;04.22;middleage;1
0;I65.2;Калининград;04.22;old;1
0;I65.2;Правдинск;04.22;elderly;1
0;I65.2;Правдинск;04.22;middleage;0
0;I65.2;Советск;04.22;elderly;1
0;I65.2;Черняховск;04.22;elderly;1
0;I65.3;Пионерский;04.22;elderly;1
0;I65.8;Калининград;04.22;old;0
0;I67.1;Гвардейск;04.22;middleage;1
0;I67.1;Калининград;04.22;elderly;1
0;I67.1;Калининград;04.22;middleage;0
0;I67.1;Калининград;04.22;old;0
0;I67.1;Калининград;04.22;young;3
0;I67.1;Черняховск;04.22;old;0
0;I67.2;Багратионовск;04.22;elderly;11
0;I67.2;Багратионовск;04.22;middleage;-2
0;I67.2;Балтийск;04.22;centenarians;0
0;I67.2;Балтийск;04.22;children;3
0;I67.2;Балтийск;04.22;elderly;14
0;I67.2;Балтийск;04.22;middleage;0
0;I67.2;Балтийск;04.22;old;17
0;I67.2;Балтийск;04.22;young;-2
0;I67.2;Гурьевск;04.22;centenarians;1
0;I67.2;Гурьевск;04.22;elderly;28
0;I67.2;Гурьевск;04.22;middleage;19
0;I67.2;Гурьевск;04.22;old;30
0;I67.2;Гусев;04.22;centenarians;0
0;I67.2;Гусев;04.22;elderly;3
0;I67.2;Гусев;04.22;old;7
0;I67.2;Зеленоградск;04.22;centenarians;0
0;I67.2;Зеленоградск;04.22;elderly;15
0;I67.2;Зеленоградск;04.22;middleage;0
0;I67.2;Зеленоградск;04.22;old;18
0;I67.2;Калининград;04.22;centenarians;26
0;I67.2;Калининград;04.22;children;-4
0;I67.2;Калининград;04.22;elderly;300
0;I67.2;Калининград;04.22;middleage;88
0;I67.2;Калининград;04.22;old;287
0;I67.2;Калининград;04.22;young;23
0;I67.2;Краснознаменск;04.22;centenarians;0
0;I67.2;Краснознаменск;04.22;old;6
0;I67.2;Краснознаменск;04.22;young;-2
0;I67.2;Мамоново;04.22;centenarians;0
0;I67.2;Мамоново;04.22;elderly;2
0;I67.2;Мамоново;04.22;middleage;-1
0;I67.2;Мамоново;04.22;old;7
0;I67.2;Неман;04.22;centenarians;0
0;I67.2;Неман;04.22;elderly;12
0;I67.2;Неман;04.22;middleage;0
0;I67.2;Неман;04.22;old;7
0;I67.2;Нестеров;04.22;centenarians;0
0;I67.2;Нестеров;04.22;elderly;12
0;I67.2;Нестеров;04.22;old;7
0;I67.2;Пионерский;04.22;centenarians;0
0;I67.2;Пионерский;04.22;elderly;6
0;I67.2;Пионерский;04.22;middleage;0
0;I67.2;Пионерский;04.22;old;8
0;I67.2;Правдинск;04.22;centenarians;0
0;I67.2;Правдинск;04.22;elderly;2
0;I67.2;Светлый;04.22;centenarians;-2
0;I67.2;Светлый;04.22;elderly;13
0;I67.2;Светлый;04.22;middleage;-1
0;I67.2;Светлый;04.22;old;17
0;I67.2;Славск;04.22;centenarians;-2
0;I67.2;Славск;04.22;elderly;11
0;I67.2;Славск;04.22;middleage;-2
0;I67.2;Славск;04.22;old;15
0;I67.2;Славск;04.22;young;-4
0;I67.2;Советск;04.22;centenarians;0
0;I67.2;Советск;04.22;elderly;3
0;I67.2;Советск;04.22;old;7
0;I67.2;Черняховск;04.22;elderly;2
0;I67.3;Балтийск;04.22;centenarians;1
0;I67.3;Балтийск;04.22;old;0
0;I67.3;Калининград;04.22;elderly;11
0;I67.3;Калининград;04.22;old;-3
0;I67.3;Неман;04.22;elderly;-1
0;I67.3;Неман;04.22;middleage;-1
0;I67.3;Неман;04.22;old;0
0;I67.4;Гурьевск;04.22;elderly;3
0;I67.4;Гурьевск;04.22;middleage;1
0;I67.4;Гурьевск;04.22;old;2
0;I67.4;Гурьевск;04.22;young;0
0;I67.4;Гусев;04.22;centenarians;0
0;I67.4;Гусев;04.22;elderly;1
0;I67.4;Гусев;04.22;middleage;1
0;I67.4;Гусев;04.22;old;0
0;I67.4;Гусев;04.22;young;0
0;I67.4;Зеленоградск;04.22;elderly;1
0;I67.4;Зеленоградск;04.22;old;0
0;I67.4;Калининград;04.22;centenarians;2
